COVERAGE,YEAR,MONTH,DATE,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2001,August,01/08/2001,Non-Metallic Minerals,Celestite,Tons,12889,6765.952,522.157,Final Figures.
National,2001,August,01/08/2001,Non-Metallic Minerals,Feldspar,Tons,25575,10811.5,68.886,Final Figures.
National,2001,August,01/08/2001,Non-Metallic Minerals,Salt,Tons,736084,82434.047,100.276,Final Figures.
National,2001,August,01/08/2001,Non-Metallic Minerals,Diatomite,Tons,4171,7448.572,38.94,Final Figures.
National,2001,August,01/08/2001,Non-Metallic Minerals,Sodium Sulfate,Tons,45000,34578,87.379,Final Figures.
National,2001,August,01/08/2001,Non-Metallic Minerals,Magnesium Sulfate,Tons,2272,1969.395,63.327,Final Figures.
National,2001,September,01/09/2001,Precious Metals,Gold,Kilograms,1771.3,151064.469,42.196,Final Figures.
National,2001,September,01/09/2001,Precious Metals,Silver,Kilograms,225219,296189.686,101.297,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Lead,Tons,8021,35055.217,95.559,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Copper,Tons,24955,360206.964,111.481,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Zinc,Tons,35156,291313.829,106.183,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Arsenic,Tons,196,1462.751,458.48,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Bismuth,Tons,98,7102.758,103.887,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Cadmium,Tons,119,616.341,92.129,Final Figures.
National,2001,September,01/09/2001,Non-Ferrous Industrial Metals,Molybdenum,Tons,329,15857.735,50.538,Final Figures.
National,2001,September,01/09/2001,Steel Metals and Minerals,Non-Coking Coal,Tons,674161,203798.996,77.768,Final Figures.
National,2001,September,01/09/2001,Steel Metals and Minerals,Coke,Tons,160954,252898.973,124.82,Final Figures.
National,2001,September,01/09/2001,Steel Metals and Minerals,Iron Pellets,Tons,412586,84312.043,64.083,Final Figures.
National,2001,September,01/09/2001,Steel Metals and Minerals,Manganese,Tons,1311,1248.565,9.259,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Sulfur,Tons,69602,46796.24,80.225,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Graphite,Tons,462,988.344,76.691,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Barite,Tons,11458,8350.172,98.165,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Dolomite,Tons,55100,10964.9,53.582,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Fluorite,Tons,50027,52575.985,56.76,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Kaolin,Tons,7808,5647.632,110.111,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Silica Sand,Tons,137908,29417.438,59.548,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Gypsum,Tons,321504,39818.467,75.13,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Phosphate Rock,Tons,72349,25852.403,89.588,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Wollastonite,Tons,2956,5767.558,75.724,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Celestite,Tons,10213,5361.212,413.747,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Feldspar,Tons,27955,12173.9,75.296,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Salt,Tons,733396,82133.018,99.91,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Diatomite,Tons,4004,7150.343,37.381,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Sodium Sulfate,Tons,41000,31504.4,79.612,Final Figures.
National,2001,September,01/09/2001,Non-Metallic Minerals,Magnesium Sulfate,Tons,2156,1868.845,60.093,Final Figures.
National,2001,October,01/10/2001,Precious Metals,Gold,Kilograms,2764.2,235361.065,65.855,Final Figures.
National,2001,October,01/10/2001,Precious Metals,Silver,Kilograms,260747,346576.754,117.276,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Lead,Tons,11906,52144.391,141.844,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Copper,Tons,30209,420112.392,134.952,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Zinc,Tons,40204,315460.508,121.43,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Arsenic,Tons,166,1232.629,388.304,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Bismuth,Tons,139,10040.551,147.35,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Tin,Tons,0,9.478,24,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Cadmium,Tons,143,739.113,112.258,Final Figures.
National,2001,October,01/10/2001,Non-Ferrous Industrial Metals,Molybdenum,Tons,334,15693.622,51.306,Final Figures.
National,2001,October,01/10/2001,Steel Metals and Minerals,Non-Coking Coal,Tons,669516,202394.813,77.232,Final Figures.
National,2001,October,01/10/2001,Steel Metals and Minerals,Coke,Tons,155762,234194.397,120.793,Final Figures.
National,2001,October,01/10/2001,Steel Metals and Minerals,Iron Pellets,Tons,461195,95970.057,71.633,Final Figures.
National,2001,October,01/10/2001,Steel Metals and Minerals,Manganese,Tons,600,568.551,4.238,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Sulfur,Tons,72656,48604.318,83.745,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Graphite,Tons,1258,2677.669,208.826,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Barite,Tons,13259,9614.071,113.595,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Dolomite,Tons,54600,10865.4,53.096,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Fluorite,Tons,22139,23149.995,25.119,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Kaolin,Tons,7889,5630.777,111.254,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Silica Sand,Tons,135183,28454.909,58.372,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Gypsum,Tons,348616,42605.454,81.466,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Phosphate Rock,Tons,6251,2222.402,7.74,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Wollastonite,Tons,3610,7043.601,92.477,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Celestite,Tons,8810,4624.721,356.909,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Feldspar,Tons,27045,11718.3,72.845,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Salt,Tons,760904,85213.639,103.657,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Diatomite,Tons,4329,7730.134,40.415,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Sodium Sulfate,Tons,47000,36114.8,91.262,Final Figures.
National,2001,October,01/10/2001,Non-Metallic Minerals,Magnesium Sulfate,Tons,2066,1790.832,57.585,Final Figures.
National,2001,November,01/11/2001,Precious Metals,Gold,Kilograms,928.4,76023.168,22.111,Final Figures.
National,2001,November,01/11/2001,Precious Metals,Silver,Kilograms,235178,287558.122,105.776,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Lead,Tons,11936,53552.886,142.201,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Copper,Tons,32167,461499.677,143.699,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Zinc,Tons,35306,275577.121,106.636,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Arsenic,Tons,172,1259.012,402.339,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Bismuth,Tons,118,8062.589,125.088,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Tin,Tons,1,28.119,80,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Cadmium,Tons,146,744.346,113.032,Final Figures.
National,2001,November,01/11/2001,Non-Ferrous Industrial Metals,Molybdenum,Tons,231,10563.981,35.484,Final Figures.
National,2001,November,01/11/2001,Steel Metals and Minerals,Non-Coking Coal,Tons,706458,213562.379,81.494,Final Figures.
National,2001,November,01/11/2001,Steel Metals and Minerals,Coke,Tons,164541,244450.337,127.601,Final Figures.
National,2001,November,01/11/2001,Steel Metals and Minerals,Iron Pellets,Tons,276481,65894.871,42.943,Final Figures.
National,2001,November,01/11/2001,Steel Metals and Minerals,Manganese,Tons,15047,14055.485,106.272,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Sulfur,Tons,63367,41786.832,73.038,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Graphite,Tons,1221,2391.108,202.684,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Barite,Tons,10256,10674.321,87.867,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Dolomite,Tons,54850,10915.15,53.339,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Fluorite,Tons,15027,15489.684,17.05,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Kaolin,Tons,7805,5432.139,110.069,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Silica Sand,Tons,135879,27888.216,58.672,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Gypsum,Tons,337503,40218.771,78.869,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Phosphate Rock,Tons,5957,2087.922,7.376,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Wollastonite,Tons,1599,3119.866,40.961,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Celestite,Tons,9551,5013.807,386.928,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Feldspar,Tons,25812,11025,69.524,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Salt,Tons,718400,80453.616,97.867,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Diatomite,Tons,4447,7940.858,41.517,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Sodium Sulfate,Tons,44500,34193.8,86.408,Final Figures.
National,2001,November,01/11/2001,Non-Metallic Minerals,Magnesium Sulfate,Tons,1078,934.423,30.047,Final Figures.
National,2001,December,01/12/2001,Precious Metals,Gold,Kilograms,2663,211881.579,63.449,Final Figures.
National,2001,December,01/12/2001,Precious Metals,Silver,Kilograms,251757,336265.17,113.233,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Lead,Tons,13529,59896.164,161.179,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Copper,Tons,29027,405561.076,129.672,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Zinc,Tons,36599,305090.971,110.541,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Arsenic,Tons,177,1331.63,414.035,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Bismuth,Tons,119,8104.197,126.148,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Tin,Tons,0,12.076,24,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Cadmium,Tons,141,622.346,110.71,Final Figures.
National,2001,December,01/12/2001,Non-Ferrous Industrial Metals,Molybdenum,Tons,241,11510.01,37.02,Final Figures.
National,2001,December,01/12/2001,Steel Metals and Minerals,Non-Coking Coal,Tons,642460,194215.692,74.111,Final Figures.
National,2001,December,01/12/2001,Steel Metals and Minerals,Coke,Tons,152237,226792.559,118.06,Final Figures.
National,2001,December,01/12/2001,Steel Metals and Minerals,Iron Pellets,Tons,361664,84708.859,56.174,Final Figures.
National,2001,December,01/12/2001,Steel Metals and Minerals,Manganese,Tons,3425,3177.908,24.19,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Sulfur,Tons,73339,48039.744,84.532,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Graphite,Tons,380,791.994,63.079,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Barite,Tons,15770,11196.357,135.108,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Dolomite,Tons,55902,11124.498,54.362,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Fluorite,Tons,30764,31044.876,34.905,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Kaolin,Tons,8443,5866.982,119.066,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Silica Sand,Tons,151401,30698.938,65.375,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Gypsum,Tons,282521,34275.009,66.02,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Phosphate Rock,Tons,5912,6205.077,7.321,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Wollastonite,Tons,1421,2772.564,36.402,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Celestite,Tons,8901,4672.596,360.596,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Feldspar,Tons,29410,12477.8,79.215,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Salt,Tons,723116,80981.761,98.509,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Diatomite,Tons,4176,7456.904,38.977,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Sodium Sulfate,Tons,48000,36883.2,93.204,Final Figures.
National,2001,December,01/12/2001,Non-Metallic Minerals,Magnesium Sulfate,Tons,898,778.397,25.03,Final Figures.
National,2002,January,01/01/2002,Precious Metals,Gold,Kilograms,846.4,70184.13,20.157,Final Figures.
National,2002,January,01/01/2002,Precious Metals,Silver,Kilograms,253595,320984.418,114.06,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Lead,Tons,10897,51229.473,129.823,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Copper,Tons,31249,466749.516,139.598,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Zinc,Tons,35160,278627.228,106.195,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Arsenic,Tons,152,1105.341,355.556,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Bismuth,Tons,90,5863.312,95.406,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Tin,Tons,1,35.496,72,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Cadmium,Tons,145,730.062,112.258,Final Figures.
National,2002,January,01/01/2002,Non-Ferrous Industrial Metals,Molybdenum,Tons,325,15967.478,49.77,Final Figures.
National,2002,January,01/01/2002,Steel Metals and Minerals,Non-Coking Coal,Tons,467555,148986.474,53.935,Final Figures.
National,2002,January,01/01/2002,Steel Metals and Minerals,Coke,Tons,110153,163810.358,85.424,Final Figures.
National,2002,January,01/01/2002,Steel Metals and Minerals,Iron Pellets,Tons,422635,90515.762,65.644,Final Figures.
National,2002,January,01/01/2002,Steel Metals and Minerals,Manganese,Tons,967,837.833,6.83,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Sulfur,Tons,73652,47491.085,84.893,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Graphite,Tons,598,1262.429,99.267,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Barite,Tons,8736,6403.452,74.845,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Dolomite,Tons,25445,5063.571,24.744,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Fluorite,Tons,48901,48397.763,55.483,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Kaolin,Tons,2030,1349.122,28.628,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Silica Sand,Tons,130438,24697.287,56.323,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Gypsum,Tons,315855,37305.174,73.81,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Phosphate Rock,Tons,337,119.604,0.417,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Wollastonite,Tons,1895,3758.956,48.544,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Celestite,Tons,5491,2772.421,222.45,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Feldspar,Tons,21376,9988.956,57.576,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Salt,Tons,604406,66406.087,82.337,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Diatomite,Tons,3346,8313.472,31.238,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Sodium Sulfate,Tons,46000,33585.522,89.32,Final Figures.
National,2002,January,01/01/2002,Non-Metallic Minerals,Magnesium Sulfate,Tons,1200,1125.29,33.447,Final Figures.
National,2002,February,01/02/2002,Precious Metals,Gold,Kilograms,1918.8,165842.602,45.722,Final Figures.
National,2002,February,01/02/2002,Precious Metals,Silver,Kilograms,200065,246085.426,89.983,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Lead,Tons,8324,36359.409,99.169,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Copper,Tons,27970,428642.104,124.95,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Zinc,Tons,33922,260201.963,102.456,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Arsenic,Tons,153,1105.073,357.895,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Bismuth,Tons,80,5133.636,84.806,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Tin,Tons,1,50.9,104,Final Figures.
National,2002,February,01/02/2002,Non-Ferrous Industrial Metals,Cadmium,Tons,128,639.78,99.097,Final Figures.
